model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,shap_value,abs_shap_value,original_feature_value,model_input_feature_value
random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,5,Area,0.03297045063489075,0.03297045063489075,55517.0,55517.0
random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,ShapeFactor4,0.09744962578289498,0.09744962578289498,0.9921602240547652,0.9921602240547652
random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,roundness,0.05759956742350953,0.05759956742350953,0.8634718862827261,0.8634718862827261
random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,ShapeFactor3,0.035977225447724,0.035977225447724,0.6560784254861437,0.6560784254861437
random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,ConvexArea,0.03313377333703607,0.03313377333703607,37400.0,37400.0
random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,Perimeter,0.031428758723919654,0.031428758723919654,731.413,731.413
random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,1,ConvexArea,0.08341818908251439,0.08341818908251439,38676.0,38676.0
random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,2,Perimeter,0.08230425676460343,0.08230425676460343,729.704,729.704
random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,3,MinorAxisLength,0.08113667883633834,0.08113667883633834,173.64155211573845,173.64155211573845
random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,4,ShapeFactor1,0.07365342725569551,0.07365342725569551,0.0073436139723714,0.0073436139723714
random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,5,EquivDiameter,0.06698866194098599,0.06698866194098599,220.76184012149344,220.76184012149344
random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,ShapeFactor4,0.07915986492480732,0.07915986492480732,0.9943847141528392,0.9943847141528392
random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,EquivDiameter,0.044167966197796706,0.044167966197796706,224.60414956530053,224.60414956530053
random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,ShapeFactor3,0.03981908946521016,0.03981908946521016,0.6588820439710613,0.6588820439710613
random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,Compactness,0.037387410862653896,0.037387410862653896,0.8117154944751649,0.8117154944751649
random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,MinorAxisLength,0.0372436308962277,0.0372436308962277,183.3441984080516,183.3441984080516
random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,1,ShapeFactor4,0.04719583645293426,0.04719583645293426,0.9935263506429898,0.9935263506429898
random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,2,EquivDiameter,0.04051287522011099,0.04051287522011099,225.9521171947512,225.9521171947512
random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,3,Perimeter,0.03725345416348202,0.03725345416348202,755.262,755.262
random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,4,ConvexArea,0.03389202222994006,0.03389202222994006,40725.0,40725.0
random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,5,Compactness,0.03307856771194232,0.03307856771194232,0.7662466201762249,0.7662466201762249
random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,Perimeter,0.06477751125712337,0.06477751125712337,750.526,750.526
random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,ShapeFactor1,0.05901255755896625,0.05901255755896625,0.006917825680412,0.006917825680412
random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,Compactness,0.05115164846467571,0.05115164846467571,0.8134873669679351,0.8134873669679351
random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,EquivDiameter,0.04927167634546494,0.04927167634546494,226.25057493083293,226.25057493083293
random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,5,ShapeFactor3,0.04797244781763155,0.04797244781763155,0.6617616962164241,0.6617616962164241
random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,ShapeFactor4,0.05333501367153898,0.05333501367153898,0.9963258912205788,0.9963258912205788
random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,Perimeter,0.046781730257610704,0.046781730257610704,746.391,746.391
random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,EquivDiameter,0.044093622660045816,0.044093622660045816,226.68348317956844,226.68348317956844
random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,ShapeFactor1,0.03985878614816922,0.03985878614816922,0.0066424492324321,0.0066424492324321
random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,Compactness,0.03186262894190577,0.03186262894190577,0.8455942039801742,0.8455942039801742
random_forest,Random Forest,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,Perimeter,0.07200781524106288,0.07200781524106288,747.915,747.915
