model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,shap_value,abs_shap_value,original_feature_value,model_input_feature_value
logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,MajorAxisLength,3.11295534570074,3.11295534570074,213.83523966062947,-1.2360470952566496
logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,EquivDiameter,2.837924696464803,2.837924696464803,185.8403149237035,-1.132487853116534
logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,Perimeter,2.24588256779171,2.24588256779171,603.014,-1.1732051414113684
logistic_regression,Logistic Regression,scaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,MinorAxisLength,2.085755449136612,2.085755449136612,162.1897200105204,-0.8909541077415046
logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ShapeFactor1,3.9592564501501735,3.9592564501501735,0.0078789269088587,1.1662391366241782
logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,MajorAxisLength,2.5528090082605908,2.5528090082605908,234.75262724944605,-0.9920206897147767
logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,EquivDiameter,2.4923072929802457,2.4923072929802457,194.772103329466,-0.9817943878522396
logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MinorAxisLength,2.0854421753544408,2.0854421753544408,162.19632893113194,-0.8908073936343387
logistic_regression,Logistic Regression,scaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,Perimeter,1.931491635252573,1.931491635252573,641.153,-0.99537940163135
logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ShapeFactor1,3.2357881775648383,3.2357881775648383,0.0076155892580419,0.9329569733234064
logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,MajorAxisLength,2.5118734500372537,2.5118734500372537,236.2812723200096,-0.9741872121672096
logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,EquivDiameter,2.338190218977481,2.338190218977481,198.7549499130856,-0.9145974362412423
logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,Perimeter,1.8711837073452786,1.8711837073452786,648.4689999999999,-0.9612680428586868
logistic_regression,Logistic Regression,scaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,MinorAxisLength,1.8271471583623138,1.8271471583623138,167.64540050624518,-0.7698412452999313
logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,ShapeFactor1,3.4635082957178724,3.4635082957178724,0.0076984778700661,1.0063852683888008
logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,MajorAxisLength,2.3333301520937764,2.3333301520937764,242.94856462354684,-0.8964052535635905
logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,EquivDiameter,2.2725332038535764,2.2725332038535764,200.45172374602387,-0.8859701650790323
logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,MinorAxisLength,1.8581051420908052,1.8581051420908052,166.9923013054856,-0.7843396591502806
logistic_regression,Logistic Regression,scaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,Perimeter,1.8053692600500566,1.8053692600500566,656.453,-0.9240420876316576
logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,ShapeFactor1,4.1186360004053215,4.1186360004053215,0.0079369400076259,1.2176310326869588
logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,MinorAxisLength,2.1402249218099474,2.1402249218099474,161.04061516633084,-0.9164635518950496
logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,EquivDiameter,2.0317143176743455,2.0317143176743455,206.67520472174508,-0.7809701503414714
logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MajorAxisLength,1.7088470124041315,1.7088470124041315,266.26846337583515,-0.6243506747612253
logistic_regression,Logistic Regression,scaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,Perimeter,1.5487143481591834,1.5487143481591834,687.588,-0.7788729849270543
logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,ShapeFactor1,2.451453990345107,2.451453990345107,0.0073300968181597,0.6800486110927882
logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,MajorAxisLength,2.215157650073201,2.215157650073201,247.3614472256199,-0.8449236870969493
logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,EquivDiameter,2.00814892250367,2.00814892250367,207.28420508237667,-0.7706953464028145
logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,Perimeter,1.6428774783512323,1.6428774783512323,676.165,-0.8321335168106156
logistic_regression,Logistic Regression,scaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,MinorAxisLength,1.5019320514524044,1.5019320514524044,174.5062389982019,-0.6175347110075823
logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,MajorAxisLength,2.3633152109628313,2.3633152109628313,241.828840979358,-0.9094681723880108
logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,EquivDiameter,1.927033259542018,1.927033259542018,209.38047665511013,-0.7353279134678345
logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,Perimeter,1.6387475888102863,1.6387475888102863,676.666,-0.829797569469841
logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,ShapeFactor1,1.6087957119931093,1.6087957119931093,0.0070233747961012,0.4083336602839797
logistic_regression,Logistic Regression,scaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,roundness,1.4160370804373912,1.4160370804373912,0.9449817103521664,1.2019991706693276
logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,ShapeFactor1,2.239009643661313,2.239009643661313,0.0072527684855915,0.6115459847117966
logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,MajorAxisLength,1.744518848347879,1.744518848347879,264.936380010174,-0.6398910243495366
logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,EquivDiameter,1.683962214007636,1.683962214007636,215.66216017102016,-0.6293459293788076
logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,MinorAxisLength,1.416219773084904,1.416219773084904,176.31445173544094,-0.5773934636082989
logistic_regression,Logistic Regression,scaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,Perimeter,1.362803372476675,1.362803372476675,710.1410000000001,-0.6737180540358727
logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,1,Perimeter,1.1724410359919522,1.1724410359919522,746.25,-0.5053573304270558
logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,2,ConvexArea,0.8422315829129686,0.8422315829129686,39642.0,-0.4729304358965804
logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,3,Area,0.8187070309336629,0.8187070309336629,39060.0,-0.4754812863631937
logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,4,ShapeFactor1,-0.6701615102703001,0.6701615102703001,0.0070661233209358,0.4462031723738781
logistic_regression,Logistic Regression,scaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,5,MinorAxisLength,0.6258723962821433,0.6258723962821433,180.8989189051317,-0.4756210188828856
logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,ShapeFactor4,-0.7562980672244021,0.7562980672244021,0.9983129378244776,0.7438593255633724
logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,Perimeter,0.6379117915675141,0.6379117915675141,805.1600000000001,-0.2306853586805261
logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,ConvexArea,0.5133722420850008,0.5133722420850008,46216.0,-0.252338818403959
logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,Area,0.48920363070507367,0.48920363070507367,45776.0,-0.2466919118738791
logistic_regression,Logistic Regression,scaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,MajorAxisLength,0.3417531436989987,0.3417531436989987,299.1063363302542,-0.2412575151263271
logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,Perimeter,0.6174143961651247,0.6174143961651247,807.419,-0.2201526140841013
logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,ShapeFactor4,-0.5043872707257727,0.5043872707257727,0.9970586140534028,0.4564556033539767
logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,ConvexArea,0.473452900134785,0.473452900134785,47014.0,-0.2255618012516755
logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,Area,0.45127835846315884,0.45127835846315884,46549.0,-0.220358650039418
logistic_regression,Logistic Regression,scaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,MinorAxisLength,0.29174983486659734,0.29174983486659734,194.4013666563265,-0.1758747088860905
logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,1,ShapeFactor4,-0.6552217181852408,0.6552217181852408,0.997809654642274,0.6285418427680326
logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,2,Perimeter,0.529617672874497,0.529617672874497,817.095,-0.1750375911912235
logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,3,ConvexArea,0.417425753537991,0.417425753537991,48134.0,-0.1879800227923302
logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,4,Area,0.39681904127231094,0.39681904127231094,47659.0,-0.1825450399019643
logistic_regression,Logistic Regression,scaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,5,MajorAxisLength,0.2894912208199366,0.2894912208199366,303.8431455041392,-0.1859969568212865
logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,1,ConvexArea,0.35654625585201033,0.35654625585201033,49351.0,-0.1471433938771309
logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,2,Area,0.3513872144986847,0.3513872144986847,48585.0,-0.1509996318053137
logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,3,Perimeter,0.25610129969625506,0.25610129969625506,847.239,-0.0344890949032015
logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,4,ShapeFactor4,-0.24605216902125626,0.24605216902125626,0.9957723021387296,0.1617224246288449
logistic_regression,Logistic Regression,scaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,5,MajorAxisLength,0.22954402948754576,0.22954402948754576,309.2765163066068,-0.1226101719623966
logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,1,Eccentricity,0.6439619609488666,0.6439619609488666,0.8055371428109757,0.6018372298866491
logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor4,-0.6035339334837273,0.6035339334837273,0.9975522888686492,0.5695715170715965
logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,3,ShapeFactor2,0.41868171184118025,0.41868171184118025,0.0013660842621688,-0.5938832898897846
logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,4,AspectRation,-0.23823011397960286,0.23823011397960286,1.6876347342648623,0.4355164772179971
logistic_regression,Logistic Regression,scaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,5,ShapeFactor3,0.1965784605654197,0.1965784605654197,0.5910949025964349,-0.5405661099983899
logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,1,Eccentricity,0.47619321644161744,0.47619321644161744,0.7910561380384111,0.4442428183873821
logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,2,ShapeFactor2,0.36986681984900155,0.36986681984900155,0.0014024649260377,-0.532848342802074
logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,3,ShapeFactor1,0.318856143321729,0.318856143321729,0.006138826187697,-0.3752588578127719
logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,4,Perimeter,-0.18285509578025091,0.18285509578025091,895.616,0.1910720318525586
logistic_regression,Logistic Regression,scaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,5,Extent,0.13908838489602052,0.13908838489602052,0.6768219832735962,-1.499016900459628
logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,Perimeter,1.3070669127450563,1.3070669127450563,731.413,-0.5745358747285878
logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,ConvexArea,0.9543859245826225,0.9543859245826225,37400.0,-0.5481611031339484
logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,Area,0.9315997235968532,0.9315997235968532,36759.0,-0.5538678781886722
logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,ShapeFactor1,-0.8833408891495789,0.8833408891495789,0.0072659990523572,0.6232665086369717
logistic_regression,Logistic Regression,scaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,MinorAxisLength,0.73182521388068,0.73182521388068,176.61718953715626,-0.5706728644522918
logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,1,ShapeFactor1,2.488589706326,2.488589706326,0.0073436139723714,0.6920230134100978
logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,2,MinorAxisLength,1.5429196417088462,1.5429196417088462,173.64155211573845,-0.6367302455578356
logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,3,EquivDiameter,1.4866290414094487,1.4866290414094487,220.76184012149344,-0.5433062239397651
logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,4,MajorAxisLength,1.3119008654376898,1.3119008654376898,281.09151202046115,-0.4514220399323549
logistic_regression,Logistic Regression,scaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,5,Perimeter,1.2015398413598892,1.2015398413598892,729.704,-0.5825042060766583
logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,Perimeter,1.2344867153906,1.2344867153906,739.4119999999999,-0.5372399809584221
logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,ConvexArea,0.8167192215162142,0.8167192215162142,40152.0,-0.4558173046338428
logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,Area,0.791182997650721,0.791182997650721,39621.0,-0.456370083401832
logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,MajorAxisLength,0.5889319942790022,0.5889319942790022,276.7030457026375,-0.5026187611688365
logistic_regression,Logistic Regression,scaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,ShapeFactor1,-0.5823024114404383,0.5823024114404383,0.0069837471467816,0.3732288291626908
logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,1,Perimeter,1.0906692221954322,1.0906692221954322,755.262,-0.4633382537103743
logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,2,ShapeFactor1,-0.9772263451285066,0.9772263451285066,0.007354025503519,0.7012462464033744
logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,3,MinorAxisLength,0.7900763404293946,0.7900763404293946,174.2631647465524,-0.6229308148348102
logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,4,ConvexArea,0.7880553331233902,0.7880553331233902,40725.0,-0.4365901983327671
logistic_regression,Logistic Regression,scaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,5,Area,0.7677802099930322,0.7677802099930322,40098.0,-0.4401204509373586
logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,Perimeter,1.1336420706353256,1.1336420706353256,750.526,-0.4854201830634817
logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,ConvexArea,0.7918071509758541,0.7918071509758541,40650.0,-0.4391068352831696
logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,Area,0.762579590513546,0.762579590513546,40204.0,-0.436509421500809
logistic_regression,Logistic Regression,scaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,ShapeFactor4,-0.7121956480211762,0.7121956480211762,0.9980933413897976,0.6935431040531316
