model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature_index,feature,lime_weight,abs_lime_weight,original_feature_value,model_input_feature_value,lime_rule
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,2,MajorAxisLength,0.11241914453648803,0.11241914453648803,386.98786978852297,0.7839859399786914,MajorAxisLength > 0.65
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,7,EquivDiameter,0.10601258689435653,0.10601258689435653,294.27773893919004,0.69702382437514,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,3,MinorAxisLength,0.06374523791052508,0.06374523791052508,224.32314119220808,0.4883708909454604,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,1,Perimeter,0.050852581597827816,0.050852581597827816,993.761,0.6486799195976463,Perimeter > 0.57
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,6,10,roundness,-0.04826133983207644,0.04826133983207644,0.8654673100101826,-0.1419657532120657,-0.69 < roundness <= 0.16
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,7,5,Eccentricity,0.0402492622235428,0.0402492622235428,0.8148552227551156,0.7032443731176219,Eccentricity > 0.64
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,8,14,ShapeFactor3,0.0387430905216009,0.0387430905216009,0.578255958644216,-0.6707139995413283,ShapeFactor3 <= -0.63
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,9,11,Compactness,0.038668874697602114,0.038668874697602114,0.7604314292848606,-0.6503624818361325,Compactness <= -0.60
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,10,13,ShapeFactor2,0.03400238377542872,0.03400238377542872,0.0011735798544305,-0.9168432112039804,-0.94 < ShapeFactor2 <= -0.04
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,11,15,ShapeFactor4,-0.02774348500906839,0.02774348500906839,0.997570025272178,0.573635466516168,0.30 < ShapeFactor4 <= 0.64
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,12,9,Solidity,0.02463366593009934,0.02463366593009934,0.9911111111111112,0.8486606381606353,Solidity > 0.61
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,13,0,Area,0.01756608437102349,0.01756608437102349,68015.0,0.5109088771773224,Area > 0.29
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,14,6,ConvexArea,0.010434846217972235,0.010434846217972235,68625.0,0.499598747216995,ConvexArea > 0.29
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,15,8,Extent,0.010273223614787214,0.010273223614787214,0.7775097738860056,0.5674930341045459,0.20 < Extent <= 0.76
logistic_regression,Logistic Regression,scaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,16,4,AspectRation,0.005666250748244714,0.005666250748244714,1.7251357471717017,0.5884651781396328,AspectRation > 0.50
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.18166193969167177,0.18166193969167177,0.0055946377856745,-0.857337464017534,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,2,MajorAxisLength,0.12454258723552199,0.12454258723552199,380.5696407327228,0.7091096027792653,MajorAxisLength > 0.65
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,7,EquivDiameter,0.10656663885076924,0.10656663885076924,294.29720826243783,0.6973523027999835,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,15,ShapeFactor4,0.09077750774179726,0.09077750774179726,0.9880679024330704,-1.603589852677381,ShapeFactor4 <= -0.31
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,3,MinorAxisLength,0.07064747526228428,0.07064747526228428,230.3304483927484,0.6217295381744266,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,6,10,roundness,-0.05200407197503205,0.05200407197503205,0.8358830384499509,-0.6420037727975543,-0.69 < roundness <= 0.16
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,7,1,Perimeter,0.04210712985389721,0.04210712985389721,1011.261,0.7302748865907589,Perimeter > 0.57
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,8,0,Area,0.03068963230850601,0.03068963230850601,68024.0,0.5112154740162748,Area > 0.29
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,9,13,ShapeFactor2,0.0303138148668046,0.0303138148668046,0.0012341266915417,-0.8152652682415545,-0.94 < ShapeFactor2 <= -0.04
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,10,9,Solidity,-0.026713714446962293,0.026713714446962293,0.9766827475304388,-2.244537944068037,Solidity <= -0.32
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,11,8,Extent,-0.025435755442688637,0.025435755442688637,0.6991879946551547,-1.039978277847627,Extent <= -0.64
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,12,5,Eccentricity,0.0197507564163222,0.0197507564163222,0.7960540828058548,0.4986346355783678,0.15 < Eccentricity <= 0.64
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,13,6,ConvexArea,0.018109780642823474,0.018109780642823474,69648.0,0.5339256752204863,ConvexArea > 0.29
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,14,11,Compactness,0.01453965776533865,0.01453965776533865,0.7733071079863808,-0.4408636030830379,-0.60 < Compactness <= 0.02
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,15,14,ShapeFactor3,0.006862101030644495,0.006862101030644495,0.5980038832622602,-0.4705300341422669,-0.63 < ShapeFactor3 <= -0.02
logistic_regression,Logistic Regression,scaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,16,4,AspectRation,-0.0012474901097222569,0.0012474901097222569,1.6522767327912884,0.2913080952736757,-0.13 < AspectRation <= 0.50
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.17381663989488014,0.17381663989488014,0.0052449706884774,-1.1670960443657297,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,7,EquivDiameter,0.0942779468739268,0.0942779468739268,301.6299138159141,0.8210666990012154,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,15,ShapeFactor4,0.09404088960574576,0.09404088960574576,0.9932154901836944,-0.4241209515490035,ShapeFactor4 <= -0.31
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,3,MinorAxisLength,0.06655258953682412,0.06655258953682412,244.4125876142546,0.9343446540621446,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,1,Perimeter,0.04458295236233367,0.04458295236233367,1005.7759999999998,0.7047006926503455,Perimeter > 0.57
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,6,13,ShapeFactor2,0.03314801266400728,0.03314801266400728,0.0013573548553531,-0.6085284015079594,-0.94 < ShapeFactor2 <= -0.04
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,7,10,roundness,0.03256875888517225,0.03256875888517225,0.8876587307353914,0.2331171366481719,0.16 < roundness <= 0.73
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,8,8,Extent,0.019016909690393557,0.019016909690393557,0.8015524919514958,1.0609442801202429,Extent > 0.76
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,9,0,Area,0.018129962477380718,0.018129962477380718,71456.0,0.628131068603429,Area > 0.29
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,10,11,Compactness,-0.010312439831809753,0.010312439831809753,0.804808664178152,0.0716950630767887,0.02 < Compactness <= 0.55
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,11,6,ConvexArea,0.010238339288591206,0.010238339288591206,72262.0,0.6216388617318511,ConvexArea > 0.29
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,12,14,ShapeFactor3,-0.008751240234909686,0.008751240234909686,0.6477169859362216,0.0334098085524478,-0.02 < ShapeFactor3 <= 0.52
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,13,2,MajorAxisLength,0.008226371132451985,0.008226371132451985,374.7846255158424,0.6416204642151777,-0.27 < MajorAxisLength <= 0.65
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,14,5,Eccentricity,-0.0027914322447748405,0.0027914322447748405,0.758097311984167,0.0855572936394018,-0.37 < Eccentricity <= 0.15
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,15,9,Solidity,-0.002198375311621626,0.002198375311621626,0.9888461432011292,0.3630895968725806,0.24 < Solidity <= 0.61
logistic_regression,Logistic Regression,scaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,16,4,AspectRation,-0.0003475251715171137,0.0003475251715171137,1.533409670811833,-0.1934938154718743,-0.61 < AspectRation <= -0.13
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.16816947412914382,0.16816947412914382,0.0051519008524589,-1.2495435508924289,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,2,2,MajorAxisLength,0.12473206479404882,0.12473206479404882,376.5884966121909,0.6626647833412505,MajorAxisLength > 0.65
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,3,7,EquivDiameter,0.11193237145710419,0.11193237145710419,305.07374682444606,0.8791696349722938,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,4,15,ShapeFactor4,0.0917840695893797,0.0917840695893797,0.9924857985408702,-0.5913154981636026,ShapeFactor4 <= -0.31
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,5,1,Perimeter,0.058139843434347804,0.058139843434347804,1028.668,0.811436234616422,Perimeter > 0.57
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,6,3,MinorAxisLength,0.051964272724238744,0.051964272724238744,249.01087878501625,1.0364239833900204,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,7,10,roundness,-0.037945509503682966,0.037945509503682966,0.8680784148896584,-0.09783244710024,-0.69 < roundness <= 0.16
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,8,6,ConvexArea,0.027342653540464196,0.027342653540464196,74018.0,0.6805617215306103,ConvexArea > 0.29
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,9,13,ShapeFactor2,0.026431000026597252,0.026431000026597252,0.0013686689155652,-0.5895470803071935,-0.94 < ShapeFactor2 <= -0.04
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,10,0,Area,0.018857947365306355,0.018857947365306355,73097.0,0.6840338922390701,Area > 0.29
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,11,14,ShapeFactor3,-0.014660534484747396,0.014660534484747396,0.6562594532217325,0.1200044765279774,-0.02 < ShapeFactor3 <= 0.52
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,12,5,Eccentricity,-0.009831300282316158,0.009831300282316158,0.7501849509044485,-0.0005516406170372,-0.37 < Eccentricity <= 0.15
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,13,4,AspectRation,-0.008143390984455484,0.008143390984455484,1.5123375269773611,-0.2794370147428607,-0.61 < AspectRation <= -0.13
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,14,11,Compactness,-0.007561578712447823,0.007561578712447823,0.8100984219350958,0.1577641818118174,0.02 < Compactness <= 0.55
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,15,9,Solidity,-0.005763808999692332,0.005763808999692332,0.9875570807100976,0.0867362704978396,-0.32 < Solidity <= 0.24
logistic_regression,Logistic Regression,scaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,16,8,Extent,0.004894077704876194,0.004894077704876194,0.731606497652958,-0.374622944284449,-0.64 < Extent <= 0.20
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,12,ShapeFactor1,0.19352584029978492,0.19352584029978492,0.0047444664147212,-1.610476318173805,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,2,MajorAxisLength,0.11628509717383288,0.11628509717383288,442.9813402096897,1.4372169069278256,MajorAxisLength > 0.65
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,7,EquivDiameter,0.1121105508820307,0.1121105508820307,344.7895442336276,1.5492382556600577,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,3,MinorAxisLength,0.059576089849167985,0.059576089849167985,269.0760699570991,1.4818592943824211,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,13,ShapeFactor2,0.05946997963637048,0.05946997963637048,0.0010740926824468,-1.0837503984893089,ShapeFactor2 <= -0.94
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,6,1,Perimeter,0.05106988535476854,0.05106988535476854,1170.4599999999998,1.472551295181417,Perimeter > 0.57
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,7,15,ShapeFactor4,-0.04198435189584543,0.04198435189584543,0.997350170071718,0.523259953896213,0.30 < ShapeFactor4 <= 0.64
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,8,6,ConvexArea,0.031767949049172274,0.031767949049172274,94486.0,1.3673687228751454,ConvexArea > 0.29
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,9,10,roundness,-0.02938733380974993,0.02938733380974993,0.8564357096222179,-0.2946192861033797,-0.69 < roundness <= 0.16
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,10,0,Area,0.02823245374097768,0.02823245374097768,93368.0,1.3745921725060293,Area > 0.29
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,11,5,Eccentricity,0.025595813802955447,0.025595813802955447,0.7943802612230018,0.4804187084761094,0.15 < Eccentricity <= 0.64
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,12,8,Extent,-0.01802890706736281,0.01802890706736281,0.735053770213034,-0.3038713372701483,-0.64 < Extent <= 0.20
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,13,9,Solidity,0.012877324791801939,0.012877324791801939,0.9881675592151218,0.2176125986180528,-0.32 < Solidity <= 0.24
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,14,11,Compactness,0.012267165645785392,0.012267165645785392,0.7783387536604093,-0.3589942002012024,-0.60 < Compactness <= 0.02
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,15,14,ShapeFactor3,0.007949957309661939,0.007949957309661939,0.6058112154496393,-0.3913874028690433,-0.63 < ShapeFactor3 <= -0.02
logistic_regression,Logistic Regression,scaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,16,4,AspectRation,0.002069941277998643,0.002069941277998643,1.6463052261775553,0.2669531750110056,-0.13 < AspectRation <= 0.50
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,0,Area,0.061162147548655184,0.061162147548655184,153261.0,3.4149260031028907,Area > 0.29
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,6,ConvexArea,0.04824291121751584,0.04824291121751584,154519.0,3.381785603455392,ConvexArea > 0.29
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,3,MinorAxisLength,0.03644701519485227,0.03644701519485227,362.1338272028383,3.547686162590045,MinorAxisLength > 0.33
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,7,EquivDiameter,0.02706745192658319,0.02706745192658319,441.74423127603575,3.185017911457707,EquivDiameter > 0.45
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,1,Perimeter,0.02175666161681271,0.02175666161681271,1457.451,2.810666790742582,Perimeter > 0.57
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,6,2,MajorAxisLength,0.02007771203608551,0.02007771203608551,542.0882388913515,2.5934177062388617,MajorAxisLength > 0.65
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,7,13,ShapeFactor2,-0.0121312220915259,0.0121312220915259,0.0009621032906241,-1.2716322532271624,ShapeFactor2 <= -0.94
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,8,12,ShapeFactor1,-0.008697940274727688,0.008697940274727688,0.0035370266335946,-2.680107505825664,ShapeFactor1 <= -0.59
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,9,15,ShapeFactor4,0.005521083367283988,0.005521083367283988,0.9940373298481564,-0.2358124907890581,-0.31 < ShapeFactor4 <= 0.30
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,10,11,Compactness,0.005076480345897244,0.005076480345897244,0.814893590348808,0.2357858868724099,0.02 < Compactness <= 0.55
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,11,8,Extent,0.003714276188117163,0.003714276188117163,0.8364770606149916,1.777733949101099,Extent > 0.76
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,12,4,AspectRation,0.003484623832285303,0.003484623832285303,1.496927926005977,-0.3422854091622058,-0.61 < AspectRation <= -0.13
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,13,5,Eccentricity,0.002255017260933027,0.002255017260933027,0.7441300015970114,-0.06644666570337,-0.37 < Eccentricity <= 0.15
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,14,10,roundness,-0.0018118123427814565,0.0018118123427814565,0.9066790770193002,0.5546020266266996,0.16 < roundness <= 0.73
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,15,9,Solidity,-0.001218979375816177,0.001218979375816177,0.9918586063849754,1.008911057995954,Solidity > 0.61
logistic_regression,Logistic Regression,scaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,16,14,ShapeFactor3,-0.0012057473683445435,0.0012057473683445435,0.664051563591571,0.1989928048121627,-0.02 < ShapeFactor3 <= 0.52
logistic_regression,Logistic Regression,scaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,0,Area,0.05784979571762978,0.05784979571762978,251432.0,6.759250256079441,Area > 0.29
