sample_id,true_label,predicted_label,class_0_probability,class_1_probability,class_2_probability,class_3_probability,class_4_probability,class_5_probability,class_6_probability
4829,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9577,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8329,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6061,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3405,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1795,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6510,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2322,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7750,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6779,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8012,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1844,5,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8476,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9209,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3792,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1169,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13514,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6575,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9409,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4500,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3558,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5069,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12381,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11994,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5312,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2736,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3509,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6516,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2591,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5599,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3976,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4781,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7684,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4534,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3984,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4000,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7209,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6790,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1276,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3316,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12377,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10403,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
886,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6246,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13071,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11246,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3103,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12789,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5647,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4532,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
228,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11230,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12610,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1812,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7267,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6490,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3497,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10529,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2832,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
875,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8611,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11553,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2303,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5825,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9570,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10163,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4732,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12784,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3970,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3821,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8999,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5087,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8917,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12089,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2897,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8019,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4834,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11272,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8362,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12012,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8605,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12760,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5011,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12551,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10109,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2310,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13491,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2790,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10036,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6497,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6191,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12253,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8690,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8795,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9949,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10625,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8144,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5982,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12828,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6198,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7633,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
551,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1658,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2802,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8760,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10689,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5571,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12304,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7923,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5197,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13409,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12169,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6348,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3683,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9767,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5295,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8782,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5504,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11688,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13118,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4152,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11042,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1685,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9343,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4140,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7372,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7595,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7588,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5721,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4761,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8620,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
848,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5979,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8874,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3437,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11773,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12214,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8649,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6668,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2862,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4590,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
433,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13499,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3563,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10697,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
241,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9111,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3771,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
788,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9385,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2918,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12497,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4787,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7074,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12321,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5274,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12656,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6552,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
323,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7455,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
823,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12158,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8119,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4146,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11600,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
266,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11911,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8319,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9860,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12176,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12318,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
550,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8702,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4021,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12935,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7604,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13412,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2496,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11670,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1336,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5411,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11286,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13213,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1364,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
699,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5880,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6278,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11064,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9334,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7880,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2577,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12434,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13081,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11805,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10885,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10948,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3713,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3273,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12642,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11736,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
822,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6775,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9171,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1346,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9903,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3719,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3181,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11410,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9114,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13039,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4462,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1193,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
600,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3880,2,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4879,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2547,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7441,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12503,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1876,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6669,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10365,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7906,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3575,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6132,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2650,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6667,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2372,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6024,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9170,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6568,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11085,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8002,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4026,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11059,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9573,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7638,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4721,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9030,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10516,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11120,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2796,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7742,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1773,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10231,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8006,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
652,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9336,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5466,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7144,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6762,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4234,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3697,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11360,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10869,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11486,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1309,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2619,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3207,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5246,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4845,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6632,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3395,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8840,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5731,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1293,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5200,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3364,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6197,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5218,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3485,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6178,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
320,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7727,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4056,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8116,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1100,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12185,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6656,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2177,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5123,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6738,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5590,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7907,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5651,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
874,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6509,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1823,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2028,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10184,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6463,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8380,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9757,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12406,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7279,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6879,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5350,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10101,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5519,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10424,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6770,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9200,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3022,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8183,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
301,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
797,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1853,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3159,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10212,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7368,6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3678,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4904,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5754,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6692,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7938,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9254,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8943,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6304,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
274,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13256,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8906,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12339,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4557,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11589,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1702,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9291,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8549,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3043,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12691,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3078,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8909,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12204,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6882,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12777,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2040,0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10427,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1367,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6731,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3278,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5545,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12383,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4712,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2769,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3649,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10612,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5452,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10970,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12003,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3039,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11920,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10925,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
